text,labels
"He slammed the textbook shut, muttering curses under his breath about unfair exam questions.",1
"The caterer arrived three hours late with half the order missing, leaving the bride red-faced and speechless.",4
"Barely containing her giggles, she unveiled the birthday cake shaped like a giant taco to her bewildered but amused friends.",0
"Watching the sludge ooze from the clogged drain, he gagged and reached for rubber gloves.",5
"The email simply stated the meeting was rescheduled—no explanation, no apology, just a cold update.",7
Her phone buzzed at midnight: 'Pack your bags—we’re hiking the Andes tomorrow!' She immediately started throwing gear into a suitcase.,6
"The farewell party ended with empty chairs and half-eaten cake, echoing the hollow ache in his chest.",3
"The teacher’s monotone lecture droned on about tax policies, while students struggled to keep their eyes open.",7
"Discovering mold in the bread drawer, she recoiled and flung the loaf into the trash with a look of horror.",5
"When the lights suddenly went out, she fumbled for a flashlight, heart racing at every creak in the old house.",2
The crowd erupted in deafening cheers as the underdog team scored the winning goal in the final second.,6
"He stared at the divorce papers, the words blurring as memories of their wedding day flickered in his mind.",3
"The toddler’s ice cream plummeted to the sidewalk, and her wail pierced the afternoon calm.",3
"Opening the acceptance letter, she jumped up and down, screaming, 'I got in! I actually got in!'",0
"The sun shone brightly as children played in the park, their laughter echoing through the air.",0
I can't believe they canceled the concert last minute after all the planning we did!,1
"Walking alone in the dark alley, every shadow seemed to move menacingly toward me.",2
"She stared at the old photograph, tears streaming down her face, missing him deeply.",3
"When the surprise guest walked in, everyone jumped up and gasped in unison.",4
"The smell of rotten eggs filled the room, making everyone cover their noses in disgust.",5
I can hardly wait for the trip to Hawaii next week—it’s going to be amazing!,6
The quarterly report indicated a 5% increase in productivity across all departments.,7
Winning the championship after years of practice felt like a dream come true.,0
"They ignored my suggestions again, even though I spent hours preparing them!",1
The thought of presenting in front of hundreds of people tomorrow makes my hands shake.,2
The empty chair at the dinner table reminded her of the loss they all felt.,3
"Out of nowhere, a deer sprinted across the road, narrowly avoiding our car.",4
Finding mold on the bread ruined my appetite completely.,5
Counting down the days until the new sci-fi movie releases—it looks epic!,6
The refrigerator uses 20% less energy compared to previous models.,7
Baking cookies with Grandma always fills the house with warmth and giggles.,0
Traffic was at a standstill for hours because of the poorly timed construction.,1
Every creak in the old house at night sends chills down my spine.,2
"He put his head in his hands, overwhelmed by the loneliness of the empty apartment.",3
The magician pulled a live rabbit out of a hat that seemed completely empty.,4
Stepping in dog waste on the sidewalk made me gag.,5
Just booked tickets to my favorite band’s reunion tour—this is unreal!,6
The library will extend its hours during exam week to accommodate students.,7
Watching the sunset over the ocean filled me with serene contentment.,0
I can't believe I finally got that promotion! This is such an amazing opportunity.,0
I'm so angry right now. They changed the plans without even consulting me.,1
I'm feeling really scared about this job interview tomorrow. What if I mess up?,2
"I just lost my favorite coffee mug. It was such a silly item, but I miss it so much.",3
I just saw the most incredible solar eclipse. It was breathtaking!,4
I found mold growing on my sandwich at lunch. Disgusting!,5
The new roller coaster at the amusement park was absolutely exhilarating!,6
There are 24 hours in a day and 7 days in a week.,7
I'm so glad we finally solved that difficult issue. What a relief!,0
My boss is always micromanaging. It's frustrating and utterly unnecessary.,1
The thought of public speaking makes my heart race and palms sweat.,2
I just found out my long-lost friend moved back to the city. It brings me so much joy.,0
"I spent five hours trying to fix my broken laptop, and it still doesn't work.",1
"The storm is coming tonight, and I'm worried about the rain causing power outages.",2
"I just discovered I have a flat tire on my car. Perfect timing, isn't it?",3
I just won the lottery! I can't believe my luck!,4
I found a squashed bug on my desk. It made me wrinkle my nose in disgust.,5
"I just finished my marathon, and I feel incredibly invigorated and proud of myself.",6
I need to buy 3 apples and 2 bananas for my grocery list today.,7
I feel incredible after running my first 10k race. It was such a rewarding experience.,0
The client just canceled our project due to budget cuts. It's incredibly frustrating.,1
The thought of heights terrifies me. I can't even step foot near a cliff edge.,2
I just had my heart broken by my ex-girlfriend. I feel so lost and alone right now.,3
I accidentally stumbled upon an incredible natural wonder when hiking this weekend.,4
I accidentally cut myself with a rusty knife in the kitchen. It looks so gross!,5
